,alpha,t_alpha,R2,n_obs,beta_MKT_excess,t_MKT_excess,beta_TENY_innov,t_TENY_innov,beta_CREDIT_innov,t_CREDIT_innov
ELV,0.004186865692055095,0.7550442520853006,0.2754946677037001,131.0,0.9244549695326955,5.511906718116225,5.596339612711522,2.111878007156018,1.9910103607738099,0.5231217565587314
EME,0.008719923446752546,1.6180661735335489,0.4316943200519946,131.0,1.2704515569060215,7.794251908220153,8.611400881249178,3.343788528171733,3.106567510291278,0.8398665585420225
EMR,-0.0054820459275373035,-1.296703606668227,0.6143134957297949,131.0,1.3383137605524962,10.466192400037256,4.467842098798919,2.21145066331206,-1.2661752601778367,-0.436352792103803
EOG,-0.0022244465530808243,-0.29102255600304544,0.40914286553947066,131.0,1.1075278509099633,4.790623638514562,9.818737009306712,2.68807692518333,-12.594022876805232,-2.4005736775377122
EPAM,0.00907315825121308,0.9294477474220497,0.26884876171687133,131.0,1.289660334448493,4.367918814420759,-3.400172744079944,-0.7288679687060381,-6.89764458529522,-1.0294688086625021
EQIX,0.0064021828879169546,1.4978755178027492,0.4041731909891235,131.0,0.7437966957381736,5.75353305424031,-8.412050371291372,-4.118422524574618,4.634534107622537,1.5797909274544204
EQR,-0.0034550104115476797,-0.8273087290788488,0.3783763647537649,131.0,0.6488411698954657,5.136761081131404,-6.239456310713458,-3.1264132601145307,-3.018670089938467,-1.053124664935875
EQT,-0.0025027538331969137,-0.18849068364642171,0.10734917613194805,131.0,1.2223253058757373,3.0436259555674434,11.089603634559467,1.7477091821416442,3.716338378215971,0.4077865442121795
ERIE,0.010290128488150748,1.5953705944434426,0.07899045950581751,131.0,0.5193615036827152,2.6622158357154864,-1.5472046757193796,-0.5019609634845065,3.3314629491490733,0.7525262598128161
ES,-0.00015868126007802968,-0.03647158739933728,0.28688369902456534,131.0,0.2802483323222765,2.129633079369052,-10.203737286742365,-4.907605942512612,-5.686784481275918,-1.9043276870656518
ESS,0.0014355550767116336,0.33089048665982645,0.379202326942926,131.0,0.3961557884069888,3.019000251807635,-8.33509358523522,-4.020279911152608,-11.03937473853344,-3.707274843709456
ETN,0.0015167166130299482,0.3605232699387624,0.5510506539591871,131.0,1.2674937235017796,9.961102217497485,4.081653918167788,2.0302355386745474,2.308403071644725,0.7994409449709478
ETR,0.0045777721589509955,0.95385081683299,0.23438285631980826,131.0,0.2965627819448433,2.0430342671582498,-6.128187284422469,-2.672019981476122,-9.278947845284804,-2.816896580523008
EVRG,0.003056141990624604,0.6878943892179321,0.24171542413990998,131.0,0.21583728502877111,1.606228879691049,-8.25380989634009,-3.88762253361034,-8.43811219193639,-2.7671928130920525
EW,0.009544431460145211,1.3392640590211349,0.2605838884595314,131.0,0.9154907284648599,4.247201077241683,-7.051982101281074,-2.070659749639064,-1.9207621604954257,-0.39267714836519785
EXC,0.002102785394748514,0.4675866083602363,0.17347274490600473,131.0,0.29589269983711103,2.1753747571651703,-4.35848378075644,-2.028074649586589,-5.60667493131804,-1.8164287871131264
EXPD,-0.0008858393359088325,-0.19967120717727058,0.42578539819005257,131.0,1.0488875480574746,7.816676407522789,-1.581992485123213,-0.7461846110994563,4.240274464153923,1.3925164597005966
EXPE,0.002486635119325214,0.3021534097208431,0.3834790931243449,131.0,1.2412465575271419,4.986619317661986,-3.2972422549825398,-0.8383930761053109,-12.90717847639626,-2.2850338521954217
EXR,0.004985600865095814,0.8640651123576637,0.2804601624462689,131.0,0.6075144627996155,3.481114484689869,-10.904651954300654,-3.954778474973469,-0.2566795718144108,-0.06481360170975806
F,-0.011081417354550017,-1.5507886526647732,0.4037059662267386,131.0,1.3320557908173325,6.163287675303566,-1.554236314272897,-0.45515125477118096,-5.668343578439732,-1.1557379012382776
FAST,0.00015154245470283805,0.030431518967239377,0.4213591622215562,131.0,1.1531923492342009,7.65638540418929,2.817609118927255,1.18399930254259,2.0354750651010503,0.5955263547638203
FDS,0.003994737295929184,0.9806352711027801,0.39743870340572285,131.0,0.9070136739066927,7.36149194866699,-1.219738123386643,-0.6265666472193473,3.4509983213794904,1.2342692803746234
FDX,-0.004483643127970541,-0.7430418040322355,0.4327450006346034,131.0,1.4523227310248978,7.957526004171415,2.7599502482819083,0.957116610357101,3.4935132111564426,0.8435104875333176
FE,-0.0012942603700916364,-0.25586107384938905,0.11675087415870666,131.0,0.3985083229821106,2.604669848359359,-3.608625746082699,-1.4928143388056574,0.07294171823999729,0.02100895451950813
FFIV,-0.0005281833954649577,-0.09448965908523342,0.3584436451786893,131.0,0.9821163305997302,5.808917279287253,-0.21461672788608538,-0.08034234375001968,-3.0327067304738375,-0.7904526131902293
FICO,0.020189555238669186,3.4086472824636243,0.45758893130988765,131.0,1.1591266406966987,6.4702181138838855,-8.878953956979405,-3.1368843368909864,-3.5257101653071365,-0.8672569850313321
FIS,-0.0020116798651643344,-0.3627356684854627,0.30413412057073086,131.0,0.7855443804409573,4.683115201804931,-4.286556657364598,-1.617414572424374,-3.6854941738694262,-0.968217680762645
FISV,0.008125744798887839,1.8811588553417666,0.3881107466222524,131.0,0.8747109667161308,6.6951388133604866,-0.7508825243035427,-0.36376061826379547,0.08050282443872629,0.02715309237706583
FITB,-0.0006621812810321503,-0.11243021838297146,0.49252766831620065,131.0,1.0301876971854436,5.783027203295183,6.6050069936790505,2.3467175761492007,-12.135409412816463,-3.0019708707600543
FRT,-0.004895751731024472,-1.016483407479817,0.43153121698962416,131.0,0.7099926632245183,4.8737976048214975,-6.110765968141301,-2.6549597945400065,-9.811698007614233,-2.9680483192626093
FSLR,0.0072544279794972966,0.5951273800090496,0.18048961634867156,131.0,1.2657749931509448,3.433175390867433,-5.240131267507211,-0.8995603689842938,-5.147222892896383,-0.6152131637066063
FTNT,0.015538612888911861,1.9166177513569058,0.22687544575317276,131.0,1.3749955764986108,5.607345050664584,3.8861868002502864,1.0030632541245157,10.77236485771645,1.9358878755226856
XOM,-0.005129902461559618,-0.92292557845212,0.3603580497946476,131.0,0.8757409327060544,5.209138993884759,7.766806824336398,2.9240276026811385,-4.223789289224566,-1.10714806629565
BEN,-0.016430178454495452,-3.018965594308388,0.5004144115416662,131.0,1.2994523859521732,7.894215459094511,-0.6767354558536995,-0.2602053391882226,-3.22049855182946,-0.8621540602718387
DOC,-0.006069597469821521,-1.19549205372441,0.41411580608354426,131.0,0.34061102288985073,2.218085199041874,-14.102279103034322,-5.812426834793307,-15.087236023022486,-4.329546164263598
FCX,-0.0033950870722710934,-0.26907342815427215,0.303752570841498,131.0,1.8570905507443045,4.866152294743145,6.067702146724345,1.0062955185147548,-9.094868741184499,-1.0501763099397654
GD,-0.0008473518838726062,-0.20214579483898915,0.38813831214892625,131.0,0.9721598541236914,7.667809527129113,6.927032408580736,3.4580360875367804,5.010750906266079,1.7416047967757564
GE,-0.004977300652070706,-0.6520906239955181,0.2733918392206084,131.0,1.240497533498796,5.373320030056818,3.4166143531298654,0.9366803975395859,1.1118199571010017,0.2122239691427794
GEN,-0.006433166705344417,-0.8562982347241949,0.26323142689123336,131.0,1.3179778549159997,5.800174743147974,-0.8912870655711262,-0.24825570463481073,9.501429515449507,1.8426170295101245
GILD,-0.003899403843846879,-0.6378008949832217,0.10910374981386894,131.0,0.6858277846050634,3.7088110304283703,1.3853167825077277,0.4741517896562628,7.204802134788981,1.716938952623151
GIS,-0.0017762590575196675,-0.4020223047693007,0.09380255409772786,131.0,0.43602415015623125,3.262774875155235,-0.06874015275504824,-0.03255635130261673,4.969596000766966,1.6387428680045586
GL,-0.00028476915712840446,-0.06106819560955397,0.3595477788323095,131.0,0.8136655949379277,5.769003632988355,3.739102489813395,1.6779186350838218,-2.571890794130457,-0.8035641419777502
GM,-0.0056707295709370635,-0.8826828143989538,0.44283671190832097,131.0,1.3415645526522675,6.904147012506336,4.651123887895422,1.5149734835110444,-4.300760418610605,-0.9753418757292333
GNRC,0.005497877394200625,0.555653939236048,0.2565392410164882,131.0,1.1146617995479813,3.724647575341192,-11.737406183930597,-2.482349175040115,-6.480042388909973,-0.9541860880346569
GPC,-0.005170713670410416,-1.059683706332129,0.3946779538252019,131.0,1.0024014349713368,6.7920389641415415,4.469615078235843,1.9168021179204562,-0.2964921483721018,-0.0885288557475423
GPN,0.0042219846623362065,0.6522681831475238,0.28005547679958187,131.0,0.8198660393786864,4.187792573007126,-3.3737723044585595,-1.0907034877306283,-6.275902279377839,-1.4126403354485773
GRMN,0.005404777010521984,1.0208355239863454,0.3553170055508087,131.0,0.8541272819195231,5.333758028744689,-1.61358424838267,-0.6377508254938233,-4.832124229516066,-1.3297254215005203
GS,-2.3822248475271496e-05,-0.004950155888970772,0.5677645330597287,131.0,1.3023370588394532,8.947305083199456,5.251150884575875,2.2833475072468183,-3.6948074739301235,-1.1185974516895398
HAL,-0.007934730126415298,-0.8575148945417539,0.466884849871088,131.0,1.3697145701102882,4.894094028702846,12.10795386229569,2.738177888397776,-20.60681704701959,-3.2446384755156674
HAS,-0.005241864324108796,-0.8086161998536328,0.18220076978036404,131.0,0.9174385088906122,4.679143333446055,2.388340000376962,0.7709641859142797,5.2564028023972975,1.1813842771132328
HBAN,-0.0025171851293486983,-0.4608446109896241,0.48383582245042833,131.0,1.0595106204158866,6.413238511561475,7.936705904400513,3.040612197618363,-7.505112687052438,-2.001900370033569
HCA,0.005971099884121685,0.9452236663054483,0.4354874744182565,131.0,1.1974595065814742,6.267203670139361,-4.088276702072604,-1.3542595987049186,-6.5217293618882355,-1.5041422481343314
HD,0.004965585222068729,1.256835870053698,0.5282662319346134,131.0,0.9250939604013014,7.741528095246185,-4.531851654469066,-2.40029821419866,-3.329843392524176,-1.2279419095875264
HIG,0.003922385027760409,0.8138649711521648,0.3848934441507682,131.0,0.6989271897515382,4.794759095376504,3.191741705674027,1.3858341607951339,-7.8794623294561745,-2.382015616536121
HII,-0.0012903622211751218,-0.20605192652864726,0.20854318112215897,131.0,0.935364509538885,4.9383134108062805,6.668823987232177,2.2284130072259196,4.798627815353012,1.1164209911740524
HLT,0.004869221007357371,0.9979868439002612,0.5058570414701542,131.0,1.1326188207644212,7.675060803669743,2.337374509056932,1.0024783963784443,-4.594098109543563,-1.3718653317282414
HOLX,0.006652539225373421,1.1433160072457562,0.32634322075967204,131.0,0.4807417236966401,2.731639460991379,-7.351307441394122,-2.6437769730379945,-14.385192924018844,-3.601972702848893
HON,-0.0018697625982528865,-0.5701389574955139,0.6148322250318705,131.0,1.0824119820309457,10.912382033360206,1.5323570349452365,0.9777675173332301,0.5291724600917773,0.2350917396070064
HPQ,-0.0022313139619187733,-0.3685700270895584,0.3710174245437149,131.0,1.2819056074336788,7.000806925454643,2.583411775248186,0.8929648337799811,3.0828615415837306,0.7419236892956969
HRL,-0.001851610905607793,-0.35713571424157226,0.09744189412677062,131.0,0.5340666552715934,3.4057419406931064,2.5944736309413923,1.04716279445014,10.989249231426314,3.088143423790974
HSIC,-0.002734525178313273,-0.5258385790389419,0.3230862444035928,131.0,0.8004785638642236,5.089240177575808,-4.760106586727844,-1.915440148914613,-1.9423847388201574,-0.5441913857748605
HST,-0.010035659128677758,-1.8825435238800439,0.4853458408594876,131.0,1.330692232546996,8.252954818324444,5.044921732617209,1.9803180537029845,-0.09172886026012342,-0.025069808008594534
HSY,0.0019992522919195736,0.43839293360615217,0.08309562867498033,131.0,0.23122623225671765,1.6763541224362632,-3.818328367204087,-1.7520665824687125,-1.2913392693101668,-0.41255531559107367
HUBB,0.0011126005882688592,0.2180743066476656,0.4190915258508683,131.0,1.144859390364946,7.419080567643025,4.158495338180695,1.705622136045129,0.9622365588578342,0.2747849577494721
HUM,-0.00010930544853217029,-0.015668328107777314,0.17693775715711935,131.0,1.0840325727610367,5.137548092209818,6.8312523342456615,2.049097220205854,12.656903722613164,2.643347193801623
IBKR,0.010101205027803926,1.501090370774153,0.22690371631907646,131.0,0.9580981057836526,4.707348545753284,8.798177234684347,2.7359474333588047,2.6578739167664334,0.5754583743773177
IBM,-0.004435255211035153,-0.9122964857793805,0.3485453367600484,131.0,0.8332722998676767,5.666789149582001,2.3470039957547986,1.0102121924814038,-2.7342017577675857,-0.8193959853807778
ICE,0.0023988711590879007,0.5906105284186183,0.42845294746309703,131.0,0.8817473413491151,7.177465967155783,-2.582752372259882,-1.3306333997579836,0.6458390627365331,0.23166715067998128
IDXX,0.008707363344243525,1.424704493750975,0.4303540918852439,131.0,1.0311457214057846,5.578159042155803,-12.552317139111928,-4.297772473179369,-2.3601522558342674,-0.5626314880189472
IEX,-0.0017931605844774333,-0.4998348887537862,0.571574342424164,131.0,1.1846917487114765,10.918059782761075,1.5681741620521354,0.914709240590573,4.816053818270672,1.9558907857597698
IFF,-0.006919157471347291,-1.1776302307906459,0.3596839327443687,131.0,0.9777099616970465,5.5017201122898465,-4.198011993860706,-1.495136334978024,-3.744789100618147,-0.9286006466219422
INCY,-0.003926323792768738,-0.45716965187096553,0.14208841021929608,131.0,0.9086569269893876,3.498033340883813,-3.385330950204527,-0.8248477664817117,3.2679527446941856,0.5543868696859634
INTC,-0.009534801636340436,-1.3782140976717767,0.2769890223854825,131.0,1.2129466511615885,5.796681611687643,-2.6515235338159324,-0.8020139113855346,8.80759163417538,1.8548469593152646
IP,-0.005968669274336017,-1.082099190573795,0.4176994981977322,131.0,1.0411206277919849,6.240556648426563,0.1619616075889467,0.0614445015544601,-5.258764390235631,-1.3890540880754407
IT,0.005906816179600734,1.0792870114008712,0.46262593276735864,131.0,1.2375678364560285,7.476274354896634,0.7312847799675246,0.27960917569526755,-2.3603215393496084,-0.6283484540804756
ITW,-0.0009373394834693293,-0.29264550709088427,0.6686877006133022,131.0,1.1879019862787978,12.261914394459472,-0.25776105413787326,-0.168400601582175,1.0615788725374269,0.4828843194256855
PODD,0.011984479262811515,1.248460212421676,0.22457641578917886,131.0,0.8654553436950148,2.9808005887437408,-13.048936094095605,-2.844539912839927,-7.544638297760843,-1.145090596681089
INTU,0.007649473081098231,1.817320459192415,0.5516267330041358,131.0,1.1299261625471027,8.875294674456999,-3.869279482209487,-1.923585458415192,-0.6164459664814347,-0.21337370433367145
IPG,-0.004810167609077398,-0.9765390667929545,0.4418808128144295,131.0,1.153745987170765,7.7441247008834795,1.6625066910588886,0.7062756022538025,0.8834165240559783,0.2613008469686195
IQV,0.003027551938076759,0.5499053396357131,0.47064059886677245,131.0,1.1205288113293044,6.729024100406522,-4.909242298449235,-1.865916442260268,-5.602443864566971,-1.4825854534688825
IRM,0.005869410520612,1.0535754764720997,0.31874260866663084,131.0,0.7557641725384203,4.48528649631232,-6.9800272477304,-2.621861067783501,-4.029996450054745,-1.0539541473566687
ISRG,0.008072938486705485,1.4719187994067298,0.4784238252930745,131.0,1.4687825878054688,8.854059697054849,-1.957141118520502,-0.7467164862012085,7.177237329864882,1.9065816230202808
IVZ,-0.011094393177462613,-1.5443301059457102,0.41135081847407184,131.0,1.1533240168989738,5.307874458924963,-0.3100126760420182,-0.0903020119612232,-11.992006773350514,-2.4320602893356877
J,0.00023086113292776196,0.046859524702051736,0.35878034277230964,131.0,0.920026637001393,6.174192695369132,4.929239158123101,2.0936705114785887,-0.6328729077823839,-0.1871584534473777
JBHT,-0.003981684097762185,-0.8708009433702701,0.4870300098560768,131.0,1.2890490745898322,9.32082304935719,1.9967464821446939,0.9138110553998204,5.799149831520165,1.8478312454003385
JBL,0.007915592749794967,1.1692507656475981,0.3261719739881743,131.0,1.223875907156736,5.977152382761849,5.109352073466539,1.5793247470641218,0.43182270378869964,0.09293420321127387
JCI,-0.002909795502711361,-0.6004453711124007,0.500357028724709,131.0,1.0480241318444987,7.150148098091883,-3.1017386473854955,-1.3393609231066523,-5.827276040868234,-1.7519532404369822
JKHY,0.0012356897149021998,0.294357592484086,0.32803352698134847,131.0,0.8814889051106647,6.9424919092884805,-0.006300755955059808,-0.0031407969361580386,7.0265390752061085,2.438670712533372
JNJ,-0.002401690217250175,-0.6948430396922882,0.30320935250356273,131.0,0.6576814309387099,6.290975938373475,1.1197685387194827,0.6779214466688677,2.833055991196676,1.194182676461381
JPM,0.0025183716180969397,0.6255276321898524,0.5853183660502441,131.0,1.1076737879900356,9.09643630995235,7.744207342554941,4.025177577447282,-2.7913127371853297,-1.0101388320272504
K,-0.0012595473176053792,-0.259344097717341,0.12777611481601014,131.0,0.50722276945173,3.4529742823581406,-1.281562258712509,-0.5521829341172338,2.5123454010747692,0.7536802144544181
KDP,-0.001090746959719454,-0.1356971892292846,0.060789952357410915,131.0,0.5130534796574403,2.110290286172866,-2.4105608804411194,-0.6275471114905333,1.4275399200916357,0.25875037576880217
KEY,-0.003091867555140244,-0.45995273878291715,0.407714499330447,131.0,0.9906690694244262,4.8725202476373495,4.915450675843797,1.5301607561057287,-12.174872669702715,-2.6387767056962117
KIM,-0.004721735320127195,-0.7608494828989557,0.3977643272020096,131.0,0.9305121536438771,4.957376258079862,-5.63509410944734,-1.9001140713524827,-10.21167506648929,-2.3973971500967255
KKR,0.00438652505408274,0.7871803110870522,0.5755045142381862,131.0,1.4202914258449646,8.426821519103626,-4.507326631478228,-1.692598803889678,-7.056905827200022,-1.8450741198870169
KLAC,0.006993849026628782,1.1690795996218781,0.45303403212658233,131.0,1.5259496978650102,8.43336249409717,1.0307380861911148,0.3605433937994649,5.308690267545367,1.2928885906893641
KMB,-0.0034309826100374125,-0.8333418906256167,0.20045823296036125,131.0,0.5731485335521241,4.602614527150881,-1.8027770887255927,-0.9162798087419781,4.723977152866924,1.6717001129030102
KMI,-0.0056953893142276625,-0.9537816940254003,0.27491412898578804,131.0,0.665989368469538,3.687445282455322,-1.0417492565464805,-0.3650649645965299,-8.384796307367928,-2.0458037479138587
KR,0.0035029603675359624,0.5410079499238793,0.13116818228747218,131.0,0.8393180757527811,4.285758755723604,3.3683380618064054,1.088592870621845,10.330838242128198,2.324608766419962
L,-0.0010038211619931895,-0.2902102213427855,0.48632339202704045,131.0,0.6797176478165421,6.497071180905848,3.9745697387865904,2.404517093436446,-5.087852930553485,-2.1430721527066603
LDOS,0.001936141496800587,0.2932666905771576,0.23959370160534876,131.0,1.0185154445220792,5.100655423863542,4.181994034147645,1.3255326934243579,2.299705106688979,0.5075089216917479
LEN,0.002825225756746704,0.4577423571234362,0.5043847006711941,131.0,1.1350543894640766,6.080192632855966,-11.054872807565141,-3.7480302258997966,-10.7094235314943,-2.5280166236783264
LH,0.0036299654092236933,0.8279785073561875,0.5107846956613331,131.0,0.6510151721727276,4.909535544553666,-6.916002747785067,-3.301057762983473,-13.312734688586104,-4.424148953157165
LHX,0.0008136243921038391,0.1530459962736467,0.27118136137905213,131.0,0.9755217544437712,6.066911964629309,3.4779386066247264,1.368993272478273,5.541691821042142,1.5187499262055204
LII,0.00804797863677639,1.758343672257559,0.45349442415624386,131.0,0.9078114413677502,6.557606031273068,-5.2242511525275015,-2.3884842668647694,-3.382006182955427,-1.0765575021555804
LIN,0.0018449745461771284,0.5142173032066962,0.49321546308977304,131.0,0.8636944944143119,7.958829120081838,0.642873537277282,0.37494127026669366,-1.6267856953753979,-0.6605908272853732
LKQ,-0.006107358769556581,-1.1224641076709556,0.4800099218577727,131.0,1.188713152209897,7.223186350077764,1.3698199072465413,0.5268219881874764,-5.215537854807973,-1.3965742114878992
LLY,0.01661245552133821,2.654045449674966,0.0726446589870351,131.0,0.5715977021497348,3.019240582843962,1.3974961742551464,0.4672039887903013,7.673681982522178,1.7861758288251832
LMT,0.002534122489656463,0.5224405792970409,0.2130915877753362,131.0,0.7739988681909324,5.275727389834566,3.882075952003929,1.6747682418686036,5.035919763150501,1.5126344515823513
LOW,0.005032660426945982,0.9890538065510892,0.45048713817601005,131.0,1.0539266628904211,6.84802605666755,-2.3384526067015274,-0.9616836956800903,-3.768241977305008,-1.0789640150673816
LRCX,0.010735525732114056,1.5716688547694042,0.4295249780614879,131.0,1.5024799985785522,7.27242331689481,-3.200773260562287,-0.9805596763066985,0.9770353910586714,0.20839817513075432
LULU,0.01306606968776703,1.477389323897025,0.17608611800783547,131.0,0.8514729998766455,3.183124232636691,-3.805122431203443,-0.900326453447909,-5.511379666117981,-0.9079380193347965
LVS,-0.010951064586068654,-1.426482035267919,0.30017062720870913,131.0,1.3012680370972898,5.604146119057286,5.03534110636382,1.372524963357531,0.2243512367549661,0.04257790815472255
LYB,-0.007785366362987675,-1.3277856219309003,0.4105195692861239,131.0,1.074131788724026,6.0567437295516235,5.646628979984255,2.0152064735124404,-5.270925107034218,-1.3097295893402694
LYV,0.004026497622640949,0.6036851686906429,0.37316884288930596,131.0,1.4445391540559414,7.1605288464971855,3.9315233217155705,1.233460667207844,4.32790397607392,0.9453803305937651
MA,0.006065732693017816,1.4819104392190598,0.5112560192752396,131.0,1.087173330034588,8.78153023990756,0.3346504195826337,0.17108481055278207,0.5527776023071993,0.19675918453345792
MAR,0.004096486596130377,0.7571796207688568,0.5647028271450071,131.0,1.3644475282944828,8.338288912870919,5.1768693599427245,2.0023314726368993,-6.8320904799825835,-1.8398688819300348
MAS,0.0015513801083668326,0.3036547013691736,0.5104719406379525,131.0,1.2161733996707056,7.870276904318889,-4.401439086477638,-1.8027598468726884,-2.5605132545151648,-0.7301880239792736
MLM,0.004729101287108989,0.7518992871258607,0.2743991159920578,131.0,1.0353170889937067,5.442358689512912,2.7459613983835407,0.9136016490977283,1.3045438820172555,0.30219386011995486
MMC,0.004267566314178544,1.4155867326804756,0.5754267169853766,131.0,0.8502021517175629,9.324190257083021,-0.3696263766730789,-0.25656685464215695,-1.6390060757354108,-0.7921048186464711
MPC,0.004302014495809912,0.5690332080351206,0.43897279597487293,131.0,1.0859283138777185,4.748972130916312,6.178343902808357,1.7100909587667574,-16.718471350398655,-3.221871345771439
MTB,-0.0009936687692992524,-0.1767460677428597,0.33876456813756073,131.0,0.7534807964697776,4.431115086383038,6.5608600607532805,2.4420260049069755,-6.654586177011793,-1.7245471001658044
MAA,0.0027697781274504322,0.6826717323047141,0.4235239460556247,131.0,0.4798333321351305,3.910119890788573,-10.47058664667255,-5.400318116569202,-6.707532081892575,-2.408660462678262
MCD,0.003073535523665773,0.8467222846718395,0.3262899420549361,131.0,0.6097437311731504,5.553705143678544,-1.282310448900542,-0.7392261538210609,-0.8940124276427146,-0.3588328508229873
MCHP,-0.0012179694010303616,-0.19185896654377457,0.4587901613702705,131.0,1.2963512499044805,6.7515134229590785,-1.973261158500728,-0.6504466483505512,-6.4443021189052345,-1.4789977123873475
MCK,0.0025069545483595614,0.4181737902449552,0.2012646643112801,131.0,0.9004285844395524,4.965835672655479,6.332046852565159,2.2102218011845456,5.516363469078842,1.3406305424085283
MCO,0.004555997892190603,1.287830848386075,0.6801689174706351,131.0,1.211757546704478,11.3246232857389,-5.895583536869912,-3.4872533209550154,-0.9318174125894167,-0.3837532067785189
MDLZ,-0.002097785609973316,-0.5219732692645932,0.3003298722575657,131.0,0.7625978639857753,6.2735803839688105,-0.8011732466925384,-0.4171526331535212,5.199119456758317,1.884789455874568
MDT,-0.0038248367403890004,-0.9044694146679471,0.36120107967767723,131.0,0.7707402344650934,6.02589743435197,-3.5164139390790154,-1.7400525555129,0.435746932468414,0.15012783028308518
MET,-0.0025393650445235455,-0.5149159659771702,0.5013285622841426,131.0,1.0163227523377494,6.813583631463999,9.052030645050884,3.840949758479146,-5.600739785145394,-1.6546361298182701
META,0.013200181994497044,1.8007734837022518,0.2842193332955103,131.0,0.8323195883398404,3.75406687925742,-6.74410338691253,-1.925239560759064,-9.234578393198278,-1.8354481774682714
MGM,-0.007956128979173189,-1.073607944806339,0.5383806853904662,131.0,1.8728485302643603,8.355631485926498,4.713994084546636,1.3311111600699672,-6.282868200425677,-1.235229734704899
MHK,-0.008231821719341633,-1.0735226363110213,0.3468309980986254,131.0,1.250649888971205,5.392420123544713,-5.74254762271675,-1.5671163635487948,-4.109451881002322,-0.7808094058288454
MKC,0.0013282621245278136,0.28191498552289823,0.21314203841518442,131.0,0.6335074442477145,4.4454816015074,-2.8716103177220735,-1.275384891197975,2.9221255805814543,0.9036060617687013
MNST,0.0038524485629426158,0.6170512610025565,0.26723317064233176,131.0,1.0955047796034638,5.801381071352957,0.20771029302288538,0.06961836241589099,6.058029879404724,1.4137144364017178
MOH,0.008991446936559344,1.1064732217955713,0.16550621290685774,131.0,1.1682895044111499,4.753292269565284,2.2653909836293527,0.5833589692525023,14.249145882644266,2.55473608039644
MOS,-0.013751436090441908,-1.7090055587237427,0.405220611819064,131.0,1.6303701897759675,6.69906772000338,15.886475736559834,4.131467816572067,1.4252049832832527,0.2580587796917451
MPWR,0.013353042257556616,1.8677484848517871,0.3468890051625194,131.0,1.4246684276511163,6.588471791929318,-4.172316216369209,-1.221228061246556,8.297930117885679,1.6910397990382506
MRK,0.00031443637277021294,0.06726132138628149,0.13781388871416134,131.0,0.5641486948363903,3.9898716633054634,2.462783134493036,1.102402470398671,3.2693713089343217,1.0189262499570961
MS,0.002969565476594494,0.6004462491750218,0.5576377381806965,131.0,1.1498085869316768,7.686692360617556,2.7831544643839803,1.1776057854101218,-8.639135076100574,-2.5450562277241406
MSCI,0.01237813911865184,2.6533438887359764,0.5206234925837043,131.0,1.0623755209871653,7.529202158243801,-9.82232409993742,-4.405891836190002,1.4281247953858736,0.4460157831078245
MSFT,0.009267432111387228,2.3195768726688963,0.4885529062491607,131.0,1.1218772326492759,9.283834991089732,0.4288024762353936,0.2245887670898699,5.379533463471085,1.9617328139362369
MSI,0.009080490624747957,1.8772165276335053,0.32493837899416644,131.0,0.7859592334564872,5.372022176609375,-1.2720050836350711,-0.5502693098163473,-2.254213715623315,-0.6789628767646158
MTCH,0.0018203412766692702,0.18932047063872734,0.1941121780687899,131.0,0.836972782540853,2.8779869179355186,-12.434024619366486,-2.706062800164035,-3.7048170038668564,-0.5613806076475862
MTD,0.0017812851885726376,0.3734500185943567,0.522907870441494,131.0,1.3621667988334423,9.441957491915757,-3.909507255507147,-1.71515131968073,7.520258367136172,2.2970882308290306
MU,0.003421824202645582,0.3830386229266859,0.2787382234433401,131.0,1.3543486165409615,5.012427034052134,-1.7981874248642495,-0.42121246957431996,-1.8778531047416596,-0.3062614798381987
NCLH,-0.008143853826432674,-0.8028988465319515,0.4765767234235575,131.0,2.016617522771668,6.573355526440985,8.873089584062605,1.8305732847606873,-13.89754578998711,-1.9962497015541918
NDAQ,0.006388826697742841,1.548540511475407,0.42352745023659844,131.0,0.9003876592254093,7.215454945458027,-3.403290651006524,-1.726163360983703,2.1556393889034093,0.761243260833497
NDSN,0.0007544985762382256,0.15214391392156223,0.4064831101135985,131.0,1.0040145640948988,6.693740841920573,-2.172706968935004,-0.9168086598301458,-0.8776908857988283,-0.2578597960421108
NEE,0.006457500431868595,1.3410406389633633,0.24300459817297027,131.0,0.314327229444277,2.158202648637762,-10.26127180017484,-4.459232083770467,-2.4312914332106046,-0.7356316419153217
NEM,0.009056604671423106,0.9701417622690768,0.116404650992607,131.0,-0.06781900797111659,-0.24018945894887472,-16.468322898408516,-3.691480281503059,-12.005714503360855,-1.8737156646872042
NFLX,0.013940059139659473,1.3968173449989647,0.21730105808592948,131.0,1.5487299517431639,5.130780341577645,-0.48561285646015967,-0.10182315950384059,10.701704454277309,1.5623338505328321
NI,0.004617600044435657,1.1485458487653237,0.22133223946608493,131.0,0.33506302257483744,2.7554418252990063,-6.627109040202464,-3.4493521063230217,-1.7142273844029214,-0.6212212998233315
NKE,-0.0021060035877860086,-0.37473781677785717,0.32291783728423895,131.0,1.0322729580596908,6.072893816255704,-2.6387846698061086,-0.982547958464451,3.528061854303171,0.9146406364484401
NOC,0.005329405870120705,1.0700997876158198,0.1469257288242085,131.0,0.6566456755484713,4.359225064276368,4.954460531829474,2.08172445792953,5.8651613958240505,1.7158184595141843
